"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
722700,287847.9174,8303.795597,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1389.38016,857.424572,3,0,0,0,0,0,0,0,1,1.585354637,NA,NA,277,138,7.9,NA,2,NA,NA,706000307,0.053598008,0.000411141,0.362807576,0.001423382,0.029152008,0.15892307,0.314024866,0.07965995
723500,978201.3312,11637.60819,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55.435787,73.019732,-3,0.034416826,0,0,0,0,0,0,0.965583174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724000,1153896.462,13213.34296,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1346.543451,36.407087,2,0.086294416,0,0,0,0,0,0,0.913705584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724100,859613.4973,9620.518019,4.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.269195,0.096446,2,0.308510638,0,0,0,0,0,0.109929078,0.581560284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724150,102206.4291,1436.485604,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2092.446192,311.226991,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724155,62019.09391,1715.92941,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2288.685176,539.222188,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724172,64578.98819,1063.529537,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1392.778462,922.353004,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724300,200654.9784,3648.082303,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,218.209745,29.878297,-3,0.039823009,0,0,0,0,0,0,0.960176991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724340,176541.4049,4737.191837,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1924.644387,1747.382957,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
724360,149155.17,3462.701301,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,961.009445,867.172272,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000110,0.080110728,0.000519208,0.413669884,0.001785298,0.038449151,0.120933797,0.249714019,0.094817916
726000,144231.8824,3571.869876,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.282605,46.756552,1,0.323170732,0,0.006097561,0,0,0,0,0.670731707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706000105,0.059363658,0.000488214,0.444194674,0.002253297,0.014437199,0.137384083,0.178139259,0.163739615
726550,16140855.83,385662.8226,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,44.99028,0,8,0.078959175,0,0.009271721,0,0.003738597,0,0.005084492,0.902946015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726600,488408.6476,11705.1347,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,668.903838,311.927107,8,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727600,636646.9132,15967.91862,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.363914373,0,0,0,0,0,0.01529052,0.620795107,1.206493744,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000605,0.185310099,0.000348759,0.402075911,0.000895677,0.051152689,0.224169021,0.034424131,0.101623713
727700,1543583.174,22353.88514,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0.097254902,0,0,0,0.00627451,0,0.002352941,0.894117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000605,0.185310099,0.000348759,0.402075911,0.000895677,0.051152689,0.224169021,0.034424131,0.101623713
727800,788957.8738,13781.62441,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15.234916,0,1,0.609852217,0,0,0,0,0,0.057142857,0.333004926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000605,0.185310099,0.000348759,0.402075911,0.000895677,0.051152689,0.224169021,0.034424131,0.101623713
728100,33958584.74,177916.3721,12,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,86.294911,0,8,0.158750535,0,0.043503067,0.003993724,0.020253887,0.012551704,0.018542291,0.742404792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728500,301535.9359,4692.223939,2.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1334.308614,9.043168,1,0.056886228,0,0,0,0,0,0,0.943113772,1.555150991,0.9,NA,228,100,7.5,NA,4,NA,190,704000601,0.139468163,0.002250835,0.38409652,0.00588708,0.014821333,0.062979757,0.263049573,0.127446738
728700,140643.0198,3293.775305,2.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,691.537933,0,1,0,0,0,0,0,0,0.175438596,0.824561404,1.81258194,0.6,NA,190,94,7.8,NA,4,NA,158.3333333,704000601,0.139468163,0.002250835,0.38409652,0.00588708,0.014821333,0.062979757,0.263049573,0.127446738
728800,115462.7559,3177.360008,2.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,353.318282,0,0,0,0,0,0,0,0,0.006688963,0.993311037,1.322461932,0.6,NA,223,96,7.7,NA,4,NA,185.8333333,704000601,0.139468163,0.002250835,0.38409652,0.00588708,0.014821333,0.062979757,0.263049573,0.127446738
728900,78253.74761,2082.195645,0.9,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215.355233,0,-3,0,0,0,0,0,0,0.173076923,0.826923077,0.891342494,0.3,NA,177,100,8,NA,5,NA,295,704000601,0.139468163,0.002250835,0.38409652,0.00588708,0.014821333,0.062979757,0.263049573,0.127446738
729000,19399.68096,1025.955875,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,473.787206,0,-3,0.112903226,0,0,0,0,0,0,0.887096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000601,0.139468163,0.002250835,0.38409652,0.00588708,0.014821333,0.062979757,0.263049573,0.127446738
729600,5655015.378,209190.9822,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24.330873,3.505811,8,0.036733579,0,0.019254404,0.000136556,0.008329919,0.001775229,0.003960126,0.929810187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730900,350370.9163,9476.915897,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,481.88859,479.72375,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000306,0.096314869,0.002429448,0.415272243,0.002791488,0.061253049,0.141366318,0.145182977,0.135389607
731300,562102.9518,14184.91392,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,732.593549,623.553977,0,0,0,0,0,0,0,0,1,NA,1,NA,265,110,8.1,NA,1,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
731400,410984.3195,3918.304638,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2259.943065,2110.755526,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
731500,131641.1016,3496.721957,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1575.272949,1421.473155,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
731700,130282.8822,2763.769276,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1723.071694,1453.396454,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
731800,103035106.8,131937.2752,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,37.380007,2.446041,8,0.208782371,0,0.147659643,0.013350491,0.034904295,0,0.047450539,0.547852662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732000,196373.2932,2871.875052,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2068.536895,1451.044362,8,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
732200,1854400.504,11701.4185,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1418.046101,590.748028,8,0,0,0,0,0,0,0,1,0.668488899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732300,492538.7841,4830.900967,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,917.735982,4.362808,8,0.151515152,0,0.131313131,0.027777778,0.015151515,0,0.005050505,0.669191919,0.915524737,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000104,0.115588665,0.000703371,0.294193332,0.001702672,0.107315483,0.103425501,0.331583485,0.045487492
732600,1103921.503,9361.222627,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14.76047,13.87567,8,0.253918495,0,0,0,0.197492163,0,0,0.548589342,1.000597453,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000104,0.115588665,0.000703371,0.294193332,0.001702672,0.107315483,0.103425501,0.331583485,0.045487492
733200,496494.4105,3751.298142,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.022166,3.144085,-3,0.034090909,0,0,0,0,0,0,0.965909091,1.236581236,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733800,20228.89027,595.5188,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,934.071676,828.683708,-3,0.080808081,0,0.181818182,0,0,0,0.686868687,0.050505051,NA,2,NA,NA,103,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
733840,78450.76653,1835.236518,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246.778511,26.805263,-2,0.56,0,0.011428571,0,0.422857143,0,0,0.005714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
733850,20132.86768,653.842219,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,892.030872,67.872695,-3,0,0,0.013513514,0,0.283783784,0.702702703,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
733950,11191.34182,409.887994,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,336.383726,335.281698,-3,0,0,0.694444444,0,0,0.263888889,0.041666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
734500,77229.12966,1022.708335,4.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733.804597,99.987128,1,0.009259259,0,0.768518519,0,0.12037037,0.037037037,0.064814815,0,0.527540084,1.2,NA,578,172,9,NA,3,NA,481.6666667,712000402,0.335936162,0.001724167,0.116022039,0.008311367,0.031366568,0.08312472,0.356173013,0.067341965
734700,299174.3742,5498.122775,7.2,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470.130637,0,-3,0.875634518,0,0.050761421,0,0.07106599,0.002538071,0,0,0.975561793,0.3,NA,357,NA,NA,NA,NA,NA,238,712000402,0.335936162,0.001724167,0.116022039,0.008311367,0.031366568,0.08312472,0.356173013,0.067341965
734800,444840.1232,5075.989459,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,169.695834,43.396345,-3,0.131048387,0,0.614919355,0,0.010080645,0,0.243951613,0,NA,0.4,30,463,127,NA,0.070666667,NA,NA,NA,712000402,0.335936162,0.001724167,0.116022039,0.008311367,0.031366568,0.08312472,0.356173013,0.067341965
735100,278645.4908,2065.858614,4.8,1.98,0,0,0,0,0,0,0,0,0,0,0,0,1,3,287.361887,3.455641,1,0.647727273,0,0.204545455,0,0.034090909,0,0.113636364,0,1.222443844,0.4,30,253,115.5,8.8,0.051,5,NA,127.7777778,712000402,0.335936162,0.001724167,0.116022039,0.008311367,0.031366568,0.08312472,0.356173013,0.067341965
735600,85232.71311,1226.156953,6,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133.870772,133.662743,-2,0,0,0.6125,0,0.08125,0,0,0.30625,1.463337106,0.6,NA,406,171,7.5,NA,5,NA,NA,712000402,0.335936162,0.001724167,0.116022039,0.008311367,0.031366568,0.08312472,0.356173013,0.067341965
736100,17078.32558,1480.307056,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.714664,86.2915,2,0.055555556,0,0.326388889,0,0,0,0,0.618055556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
737900,518014.3872,5308.968922,9.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36.306454,5.607582,0,0.890086207,0,0.092672414,0,0,0,0,0.017241379,1.584179073,1.8,NA,301,141,8.5,NA,3,NA,91.21212121,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
738200,236910.4213,3159.670541,6.9,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1463.015856,0,-3,0.262975779,0,0.259515571,0,0.228373702,0,0.179930796,0.069204152,1.663170284,1.5,NA,337,154,8,NA,3,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
738400,417866.3624,4335.360301,8.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,157.184318,6.516014,2,0.537313433,0,0.092039801,0,0.104477612,0,0.2039801,0.062189055,0.541311492,0.6,51,495.4481132,137,8.250943396,NA,5,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
738700,62975.08636,1281.619297,6.6,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,297.408695,267.286809,-3,0,0,0.864197531,0,0,0.080246914,0.055555556,0,2.259376937,0.9,NA,287,192,8.5,NA,5,NA,79.72222222,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
739100,377924.42,4075.66539,3.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.533025,49.195476,1,0.020527859,0,0.724340176,0,0.008797654,0,0.246334311,0,1.65866721,0.3,NA,226,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
739400,36057.24584,1338.228181,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,596.18214,198.17747,-3,0,0,0.75862069,0,0.068965517,0,0.172413793,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
739500,42966.64621,753.167662,2.7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,514.769394,359.558095,-2,0,0,0.438596491,0,0.01754386,0.052631579,0.359649123,0.131578947,0.780498147,0.3,NA,502,120,9.5,NA,5,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
739800,26339.31013,659.379183,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0.267857143,0,0.633928571,0,0,0,0.098214286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
740000,49834.96586,978.14899,6.6,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,678.632508,15.315762,-3,1,0,0,0,0,0,0,0,1.355414868,2.1,NA,522,NA,NA,NA,NA,NA,NA,712000401,0.171993524,0.004155264,0.103457466,0.006235761,0.043489848,0.090341161,0.517439211,0.062887765
740200,325660.7777,2605.858851,5.1,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,427.926755,20.660022,-3,0.124031008,0,0.569767442,0.031007752,0.007751938,0.065891473,0.081395349,0.120155039,1.937499767,2.4,NA,436,174,8.5,NA,4,NA,181.6666667,712000602,0.177480681,0.000324078,0.218948983,0.001857743,0.006120968,0.121282801,0.353299891,0.120684855
740300,62757.81961,1400.218594,2.7,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,909.232961,144.250698,-3,0,0,0.746835443,0.037974684,0,0.183544304,0.012658228,0.018987342,2.504843813,1.5,NA,333,143,8.1,NA,3,NA,277.5,712000603,0.185543211,0.007512073,0.121769621,0.005852429,0.010457005,0.139430896,0.440575177,0.088859587
740400,477633.6481,2976.710075,7.2,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,511.050646,10.265157,-3,0.307167235,0,0.402730375,0.156996587,0.027303754,0.085324232,0.017064846,0.003412969,2.449667454,3.3,31.5,327.0311475,145,8.226721311,NA,4,NA,90.84198542,712000602,0.177480681,0.000324078,0.218948983,0.001857743,0.006120968,0.121282801,0.353299891,0.120684855
740550,24710.22549,1210.853657,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.295027,24.630228,-3,0.419847328,0,0.572519084,0,0.007633588,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000606,0.200786154,0.004139782,0.19200766,0.002194624,0.012156395,0.107853449,0.412080207,0.068781731
740600,40993.84998,904.669071,1.5,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,426.740249,77.408996,-3,0.034246575,0,0.356164384,0,0,0.280821918,0.287671233,0.04109589,1.873073259,0.9,NA,401,218,7.2,NA,5,NA,445.5555556,712000601,0.500466114,0.004527622,0.134071024,0.003277367,0.004296993,0.06311481,0.219542334,0.070703736
740700,483681.6482,3473.662825,2.4,1.2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,319.176796,5.634271,-3,0.337408313,0,0.496332518,0.04400978,0,0,0.002444988,0.119804401,2.637981491,0.9,NA,166,67,7.8,NA,1,NA,138.3333333,712000604,0.098716668,0.006382396,0.140344179,0.001781589,0.002040996,0.133736638,0.556154313,0.06084322
740800,58055.17098,1212.042188,15,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,455.643576,86.151839,-1,0.137931034,0,0.420689655,0,0,0.117241379,0.234482759,0.089655172,5.652926731,2.4,NA,420,191,8,NA,4,NA,63.63636364,712000601,0.500466114,0.004527622,0.134071024,0.003277367,0.004296993,0.06311481,0.219542334,0.070703736
740900,345038.8576,2139.669627,6.6,3.3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1201.822681,17.479372,-3,0.528089888,0,0.209737828,0,0.243445693,0,0.018726592,0,2.485851988,0.9,NA,260,123,8,NA,3,NA,78.78787879,712000610,0.278816172,0.008125603,0.166088745,0.014679484,0.050567147,0.091792956,0.289301037,0.100628856
741100,10378.24492,414.293666,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1378.379515,16.47392,-3,0.012820513,0,0.730769231,0,0,0.141025641,0.051282051,0.064102564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000607,0.19715424,0.003758635,0.195466872,0.003838986,0.007742699,0.09601482,0.384833774,0.111189974
741200,1031725.335,7632.230031,3.3,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,857.736131,0.001787,-2,0.069901316,0,0.438322368,0.050164474,0.016447368,0.039473684,0.046875,0.338815789,1.73480375,1.2,NA,202.7222222,55,7.35,NA,1,NA,NA,712000604,0.098716668,0.006382396,0.140344179,0.001781589,0.002040996,0.133736638,0.556154313,0.06084322
741400,233848.3692,1967.883702,2.4,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1671.147317,40.022645,-3,0.022026432,0,0.907488987,0,0,0.004405286,0,0.066079295,2.57341959,2.4,NA,199,126,7.9,NA,4,NA,221.1111111,712000602,0.177480681,0.000324078,0.218948983,0.001857743,0.006120968,0.121282801,0.353299891,0.120684855
741500,587542.0197,4237.243626,8.7,3.6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,260.250317,10.749123,-3,0.076036866,0,0.709677419,0.122119816,0.066820276,0,0.00921659,0.016129032,4.131266622,4.2,NA,336,158,7.9,NA,4,NA,93.33333333,712000605,0.088380076,0.003112689,0.145672271,0.005702695,0.003514452,0.117346023,0.56764052,0.068631275
741600,182289.8097,1881.247325,8.4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,82.078305,52.696294,-3,0.234234234,0,0.54954955,0,0.094594595,0,0.121621622,0,1.255615473,3,NA,516.5263158,203,8,NA,3,NA,172.1754386,712000607,0.19715424,0.003758635,0.195466872,0.003838986,0.007742699,0.09601482,0.384833774,0.111189974
741700,348964.4208,2372.150166,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19.146506,20.070826,-3,0.36977492,0,0.282958199,0,0.009646302,0.01607717,0.250803859,0.07073955,1.333357227,1.2,NA,NA,NA,NA,NA,NA,NA,NA,712000604,0.098716668,0.006382396,0.140344179,0.001781589,0.002040996,0.133736638,0.556154313,0.06084322
741800,80832.74763,1195.592794,2.4,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2396.300197,41.007261,-3,0.108433735,0,0.837349398,0,0,0,0,0.054216867,2.595294412,3,NA,256,128,7.8,NA,4,NA,213.3333333,712000602,0.177480681,0.000324078,0.218948983,0.001857743,0.006120968,0.121282801,0.353299891,0.120684855
741900,369861.0507,4063.796558,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.436652,0,-3,0.065606362,0,0.371769384,0,0.031809145,0.131212724,0.387673956,0.011928429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000606,0.200786154,0.004139782,0.19200766,0.002194624,0.012156395,0.107853449,0.412080207,0.068781731
742000,15940.39344,527.141303,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,505.163412,34.100521,-3,0,0,0.95049505,0.00990099,0.00990099,0,0,0.02970297,NA,1,NA,534,286,8,NA,2,NA,NA,712000602,0.177480681,0.000324078,0.218948983,0.001857743,0.006120968,0.121282801,0.353299891,0.120684855
742245,10500.14424,399.337729,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,539.662534,14.11398,-3,0.482352941,0,0,0,0,0.517647059,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000601,0.500466114,0.004527622,0.134071024,0.003277367,0.004296993,0.06311481,0.219542334,0.070703736
742250,38710.15912,1318.47771,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,211.532059,211.910846,-3,0,0,0.642384106,0.072847682,0.119205298,0,0.119205298,0.046357616,2.525958634,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000601,0.500466114,0.004527622,0.134071024,0.003277367,0.004296993,0.06311481,0.219542334,0.070703736
742275,79654.34895,1389.814013,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,163.822042,67.481955,-3,0.257309942,0,0.029239766,0,0,0,0.713450292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712000601,0.500466114,0.004527622,0.134071024,0.003277367,0.004296993,0.06311481,0.219542334,0.070703736
742300,11848.93922,460.414277,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2866.63034,14.220314,-3,0.127906977,0,0.093023256,0,0,0.674418605,0.104651163,0,NA,NA,NA,117,34,6.4,NA,0,NA,NA,703000109,0.056135668,0,0.640678979,0.007493487,0.008443889,0.15603762,0.038568273,0.092642083
742800,2932339.632,13028.04322,9.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,361.486082,0,2,0.541950113,0,0.297052154,0,0.114512472,0.002267574,0.012471655,0.031746032,1.637078029,1.5,38.5,459.8350515,171,8.562886598,NA,3,NA,139.343955,712000608,0.139162683,0.003821932,0.120042707,0.001134717,0.016350235,0.116086672,0.550987461,0.052413594
743000,1324873.243,7276.191395,9.9,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15.589248,0,-3,0.74779319,0,0.192938209,0,0.0592686,0,0,0,1.885433228,0.9,38,531.7277228,177,8.335891089,NA,5,NA,196.9361936,712000608,0.139162683,0.003821932,0.120042707,0.001134717,0.016350235,0.116086672,0.550987461,0.052413594
743600,443461.874,3209.671441,3.9,1.2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18.895657,11.118537,-2,0.573333333,0,0.2,0,0.168888889,0,0.042222222,0.015555556,1.678190932,2.4,NA,323,100,8.4,NA,4,NA,269.1666667,712000606,0.200786154,0.004139782,0.19200766,0.002194624,0.012156395,0.107853449,0.412080207,0.068781731
